"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"12704",0.00606522795146199,1.18185496354686,0.036,0.017,1,"14","Elmod3"
"12705",3.37871513443058e-07,1.17718143228596,0.148,0.078,0.00625839404350576,"14","Mybbp1a"
"12706",3.76462711992871e-05,1.17676724468925,0.066,0.029,0.697321881424395,"14","Klhl42"
"12707",3.5355954768402e-33,1.17611206981836,0.635,0.374,6.5489835017511e-29,"14","Smap2"
"12708",3.20149709556102e-77,1.17588035748657,0.964,0.813,5.93013307010767e-73,"14","mt-Nd2"
"12709",7.16246824408199e-12,1.17482598476624,0.201,0.094,1.32670399285131e-07,"14","Dtd1"
"12710",3.78388010841981e-23,1.17396970027881,0.44,0.232,7.00888112482601e-19,"14","Far1"
"12711",1.31252140061005e-06,1.17131189382954,0.11,0.053,0.0243118339034999,"14","AI987944"
"12712",2.74780763983533e-07,1.16957663376842,0.099,0.043,0.00508976409126699,"14","Egr2"
"12713",0.00690053318239744,1.16957663376842,0.036,0.017,1,"14","E2f6"
"12714",6.14710588501856e-23,1.16565922846195,0.456,0.248,1.13862842308199e-18,"14","Pvt1"
"12715",0.00712369052118869,1.16550696945937,0.036,0.017,1,"14","1700113A16Rik"
"12716",3.88174273172036e-09,1.16478343741359,0.159,0.077,7.19015206196563e-05,"14","Orc2"
"12717",1.67651484676238e-24,1.16464003160347,0.437,0.22,3.10540845065796e-20,"14","Rnf216"
"12718",8.20727924911347e-07,1.16394476568909,0.121,0.059,0.0152023433531329,"14","Tfb2m"
"12719",2.70759508247316e-07,1.16386806942683,0.126,0.061,0.00501527837126503,"14","Ccdc171"
"12720",7.57827483791469e-05,1.163476434232,0.071,0.033,1,"14","Akr7a5"
"12721",9.04552202230392e-23,1.16300462605169,0.352,0.159,1.67550204419136e-18,"14","Iqsec1"
"12722",4.28937175645574e-06,1.16212433006472,0.082,0.037,0.0794520330448296,"14","Gm16124"
"12723",0.000585480610462644,1.16197175272431,0.069,0.035,1,"14","Ccdc15"
"12724",5.92814161374921e-05,1.16176051842721,0.066,0.03,1,"14","Fbxl4"
"12725",1.10835195636804e-33,1.16151411749735,0.198,0.051,2.05300032878051e-29,"14","Ankrd33b"
"12726",3.96689650153916e-07,1.16126455945471,0.113,0.052,0.00734788238980098,"14","Dnaja3"
"12727",0.00146530975274508,1.16080049628418,0.058,0.029,1,"14","Mlh1"
"12728",1.14990534229903e-34,1.1596538692786,0.64,0.385,2.12996966554048e-30,"14","Snx5"
"12729",5.73104222557907e-05,1.15942391740753,0.071,0.033,1,"14","5730480H06Rik"
"12730",6.08469771199312e-30,1.15916001782308,0.497,0.245,1.12706855719249e-25,"14","Plekhm3"
"12731",6.47598833528338e-05,1.15837770277523,0.071,0.033,1,"14","Mthfd1"
"12732",1.09669779732166e-07,1.1566576871306,0.146,0.073,0.00203141332997891,"14","Scmh1"
"12733",0.000124681946513918,1.15463123519717,0.085,0.044,1,"14","Dip2c"
"12734",9.76135438526568e-30,1.1543070171813,0.574,0.311,1.80809567278276e-25,"14","Map3k5"
"12735",0.00195657572303298,1.15387022885206,0.041,0.019,1,"14","Tbc1d25"
"12736",6.81813710153138e-16,1.15312219244508,0.214,0.091,1.26292353531666e-11,"14","Txndc5"
"12737",0.000981910313747835,1.15294227163162,0.049,0.023,1,"14","Wdr4"
"12738",7.2593723290719e-12,1.15145878045629,0.231,0.116,1.34465353651399e-07,"14","Prkd2"
"12739",2.30307258238081e-13,1.15055680627504,0.354,0.209,4.26598134434398e-09,"14","Atl3"
"12740",0.000212295949706271,1.14725396444623,0.063,0.03,1,"14","Gemin5"
"12741",3.20448731517889e-09,1.14446286411482,0.168,0.082,5.93567185390585e-05,"14","Oat"
"12742",2.3041644886344e-32,1.1440560373034,0.577,0.316,4.26800388229751e-28,"14","mt-Nd3"
"12743",0.00143353033572247,1.14265990074576,0.052,0.025,1,"14","Snhg17"
"12744",4.43401855492853e-19,1.14207667384363,0.379,0.2,8.21313256929411e-15,"14","Gm37240"
"12745",7.11938225007563e-09,1.14065376608452,0.181,0.093,0.000131872317418151,"14","2610037D02Rik"
"12746",0.000197648465262979,1.13951176092643,0.058,0.026,1,"14","Gm1976"
"12747",2.0562798848343e-10,1.13833297731969,0.14,0.059,3.80884723067857e-06,"14","Pou6f1"
"12748",0.00885174685113336,1.13733629676821,0.036,0.017,1,"14","Atp23"
"12749",2.4483414305352e-41,1.13718622880462,0.657,0.334,4.53506283178035e-37,"14","Cd86"
"12750",6.71121519408736e-06,1.13494706899462,0.104,0.051,0.12431183904008,"14","Mettl15"
"12751",9.4956555556191e-06,1.13377486089366,0.096,0.047,0.175888027856733,"14","Mrps18b"
"12752",0.00248746722693381,1.13265525748663,0.044,0.021,1,"14","Trp53rkb"
"12753",3.21435287828012e-30,1.13260498835623,0.701,0.434,5.95394583643827e-26,"14","Ppp1r16b"
"12754",0.00115959776780957,1.13231093885948,0.049,0.023,1,"14","Pick1"
"12755",2.81091480492084e-05,1.13180209658602,0.102,0.052,0.520665749315487,"14","Klhl15"
"12756",8.01910004176249e-09,1.12938754365272,0.126,0.055,0.000148537790073567,"14","Gm49417"
"12757",0.00353849137073599,1.12938754365272,0.041,0.02,1,"14","Fastkd2"
"12758",0.00354872849569786,1.12938754365272,0.052,0.027,1,"14","Ccdc137"
"12759",1.0626052622915e-13,1.12897959934323,0.25,0.121,1.96826372734255e-09,"14","Zfp831"
"12760",4.67606493427231e-05,1.12800100338176,0.093,0.048,0.866147507775259,"14","Ano10"
"12761",3.49454048499788e-05,1.12733388488474,0.071,0.032,0.647293734036158,"14","Cdk5rap1"
"12762",2.07793267827998e-06,1.12463922875456,0.093,0.042,0.03848954699978,"14","Cdc23"
"12763",6.99832800061625e-07,1.12452834390613,0.129,0.065,0.0129630029555415,"14","Ppil1"
"12764",6.54091916516877e-16,1.1237692526657,0.294,0.145,1.21157445696421e-11,"14","Rcc2"
"12765",0.00378106098070765,1.12323531667112,0.044,0.022,1,"14","Cep83os"
"12766",2.74416482260306e-28,1.12318069912996,0.624,0.388,5.08301650090766e-24,"14","Tbc1d5"
"12767",0.00175832809986305,1.12016901362334,0.047,0.022,1,"14","Gm10762"
"12768",1.54745627356055e-08,1.11766505862818,0.19,0.1,0.000286635325551621,"14","Dnajb4"
"12769",8.77009821423305e-26,1.1175795301102,0.604,0.377,1.62448529222239e-21,"14","Mtdh"
"12770",6.71974205008776e-11,1.11710921387428,0.176,0.08,1.24469781993776e-06,"14","Ly9"
"12771",8.61935399856952e-12,1.11639020312385,0.203,0.096,1.59656294115503e-07,"14","Tcf3"
"12772",9.16471781589078e-05,1.11416106942806,0.074,0.036,1,"14","Cep104"
"12773",0.00199497112207901,1.10796856001781,0.047,0.022,1,"14","Them6"
"12774",7.94401189246313e-20,1.10745796187379,0.475,0.281,1.47146932284095e-15,"14","Nfatc1"
"12775",2.1696249185957e-09,1.10654756729461,0.195,0.1,4.01879623671482e-05,"14","Pafah1b3"
"12776",0.00683505818224278,1.10372266025937,0.038,0.019,1,"14","Taf6l"
"12777",6.50618720940341e-12,1.10314464088947,0.192,0.088,1.20514105679779e-07,"14","Ftx"
"12778",1.31521828147487e-06,1.10233894593113,0.143,0.076,0.024361788227759,"14","Gfer"
"12779",1.22734059322691e-24,1.10216706647056,0.541,0.311,2.27340298083421e-20,"14","St8sia4"
"12780",4.31847177495246e-06,1.10190680723061,0.091,0.042,0.0799910526874444,"14","Apex1"
"12781",1.13607275002243e-05,1.10190680723061,0.088,0.041,0.210434755486655,"14","Gtf2ird2"
"12782",1.19065569991788e-05,1.10117130120352,0.093,0.045,0.22054515529579,"14","Pprc1"
"12783",1.52049263999774e-05,1.10009323685868,0.08,0.036,0.281640851706782,"14","Nudcd1"
"12784",1.4515294090186e-08,1.09781088359934,0.157,0.076,0.000268866792432516,"14","Tpst1"
"12785",0.00906397357769147,1.09511764156797,0.038,0.019,1,"14","Carf"
"12786",2.20439185994857e-41,1.09475041429348,0.775,0.532,4.08319504218274e-37,"14","Xist"
"12787",3.91999702461509e-15,1.093700687739,0.11,0.033,7.26101048869453e-11,"14","Cd200"
"12788",8.90099875648276e-07,1.09359792436259,0.121,0.059,0.016487319996633,"14","Wdr75"
"12789",1.54720538885424e-06,1.0928616676276,0.143,0.076,0.0286588854177471,"14","Prps2"
"12790",1.61275415991959e-191,1.09270030136818,0.962,0.255,2.98730453041905e-187,"14","H2-Ab1"
"12791",7.05540914692572e-36,1.09126463017722,0.313,0.104,1.30687343628505e-31,"14","Rnase6"
"12792",1.45646238751524e-06,1.09125241476595,0.11,0.053,0.0269780528039447,"14","Gpr55"
"12793",5.31815147948456e-12,1.09028772396378,0.17,0.073,9.85081198544925e-08,"14","Arhgef12"
"12794",4.10220825148444e-05,1.08975575675978,0.077,0.036,0.759852034422462,"14","Polr3d"
"12795",1.12498618310675e-06,1.08806068136378,0.115,0.056,0.0208381190696863,"14","Syvn1"
"12796",4.72094594920755e-10,1.08748501294946,0.173,0.082,8.74460818171714e-06,"14","Trim5"
"12797",1.20515321760159e-31,1.08695227733232,0.563,0.295,2.23230530496342e-27,"14","Retreg1"
"12798",0.00115835015227475,1.08525213406648,0.06,0.031,1,"14","Nubpl"
"12799",8.27544819985736e-06,1.08334587250741,0.118,0.061,0.153286127005958,"14","Slc25a19"
"12800",4.95889323187633e-06,1.08192618994645,0.113,0.056,0.0918535793340453,"14","Snhg4"
"12801",4.17773147685652e-15,1.08113539202727,0.242,0.11,7.73841201458134e-11,"14","Nxpe3"
"12802",1.24409309669924e-16,1.08096645076316,0.396,0.225,2.304433643016e-12,"14","Klhl24"
"12803",6.1953001545344e-05,1.07876147058275,0.099,0.052,1,"14","Pwp1"
"12804",5.33398094387664e-18,1.07808631494721,0.357,0.18,9.8801329023427e-14,"14","Rras2"
"12805",0.00202445285765657,1.0777547752374,0.049,0.024,1,"14","1700037C18Rik"
"12806",0.00023346409633032,1.07678345961403,0.071,0.035,1,"14","Hirip3"
"12807",6.18637181202018e-08,1.07572575531358,0.157,0.079,0.0011459016507405,"14","Cfap97"
"12808",0.0048325532544993,1.07493975963034,0.052,0.028,1,"14","Zfp770"
"12809",1.01370231552695e-05,1.07493975963034,0.102,0.05,0.187768079905057,"14","Ganc"
"12810",1.57667188503676e-05,1.07493975963034,0.093,0.045,0.292046933265359,"14","Mlycd"
"12811",0.000141733467439072,1.07493975963034,0.077,0.038,1,"14","Mavs"
"12812",0.000217461740479277,1.07493975963034,0.08,0.041,1,"14","Rfc4"
"12813",0.00894081675029764,1.07493975963034,0.044,0.023,1,"14","Trmo"
"12814",0.00114373255023858,1.07280401528635,0.06,0.031,1,"14","Slc17a9"
"12815",5.57702210433478e-06,1.07256690540976,0.11,0.055,0.103303180438593,"14","Zfp933"
"12816",1.45028567169247e-07,1.07247571967886,0.146,0.073,0.00268636414967597,"14","Dph5"
"12817",7.9277136381144e-07,1.07186036669837,0.129,0.065,0.0146845039718793,"14","Trmt10c"
"12818",0.00034220334119635,1.07049385459915,0.06,0.029,1,"14","Gm32401"
"12819",4.74620034312166e-05,1.07023275695282,0.085,0.042,0.879138689556425,"14","A930005H10Rik"
"12820",0.000111396195581103,1.06985984226599,0.093,0.049,1,"14","Ttc27"
"12821",4.68217708260611e-17,1.06977805451456,0.352,0.185,8.6727966101113e-13,"14","Trim44"
"12822",3.29405029090063e-14,1.06884600171767,0.239,0.111,6.10156935383525e-10,"14","Suclg2"
"12823",0.00864916551970657,1.06783287313608,0.038,0.019,1,"14","Pde6h"
"12824",0.00157926600831255,1.0675884314139,0.069,0.037,1,"14","Wdr73"
"12825",6.80058966059155e-35,1.06507479557144,0.684,0.406,1.25967322283137e-30,"14","Eml4"
"12826",0.00228766652489469,1.06385058096854,0.058,0.03,1,"14","Slc25a53"
"12827",0.00380319636434014,1.06311432423355,0.047,0.023,1,"14","Gm43328"
"12828",3.3685684542503e-06,1.06256665599469,0.091,0.041,0.0623959934780783,"14","Gm4258"
"12829",1.21197759301979e-08,1.06248801858409,0.124,0.054,0.000224494609555056,"14","Adpgk"
"12830",8.08323388353814e-10,1.06209941385692,0.187,0.092,1.49725741224777e-05,"14","Slf1"
"12831",3.270933636862e-13,1.06173177018343,0.302,0.164,6.05875037555947e-09,"14","Fam76b"
"12832",4.41951241696248e-08,1.06083281343497,0.195,0.107,0.00081862628499396,"14","Atm"
"12833",4.4014602557721e-06,1.06052170043221,0.132,0.07,0.0815282483176667,"14","Kansl2"
"12834",2.63746702830543e-08,1.05842702104303,0.162,0.081,0.000488538017653014,"14","Card6"
"12835",0.000782563601276716,1.0578662462714,0.066,0.034,1,"14","Ggact"
"12836",3.8249648186689e-07,1.05771334551975,0.096,0.042,0.00708498233362041,"14","Zbtb32"
"12837",0.000577728532813871,1.05723775789688,0.069,0.035,1,"14","Trmt2a"
"12838",1.15749320622417e-07,1.05695401415698,0.146,0.073,0.00214402466588903,"14","Las1l"
"12839",1.42179863314899e-10,1.05617185829842,0.143,0.06,2.63359760818188e-06,"14","Fhit"
"12840",1.74926583508951e-06,1.05544358400455,0.115,0.056,0.0324016510633631,"14","Camk2b"
"12841",5.65974366760467e-09,1.05400042193798,0.17,0.084,0.000104835431955041,"14","Strada"
"12842",2.51805698518765e-10,1.05386753601174,0.176,0.083,4.66419695366308e-06,"14","Lrpprc"
"12843",6.18430791579221e-09,1.05362486006115,0.206,0.11,0.000114551935524219,"14","5430427O19Rik"
"12844",1.03583981172962e-07,1.05233018790155,0.154,0.078,0.00191868608326678,"14","Fig4"
"12845",0.00551748053609269,1.05201661535022,0.077,0.047,1,"14","BC002059"
"12846",1.45213570391864e-05,1.05161868539572,0.115,0.061,0.268979096436849,"14","Arid3a"
"12847",0.00413846971819908,1.05138503165145,0.047,0.024,1,"14","Nudt8"
"12848",9.63210244717977e-14,1.05005817140811,0.357,0.209,1.78415433629111e-09,"14","Bin1"
"12849",0.000332132648373248,1.04951716275044,0.066,0.032,1,"14","AI480526"
"12850",3.34162902048257e-16,1.04892781148597,0.269,0.124,6.18969943463986e-12,"14","Myo1c"
"12851",5.54952272177124e-06,1.04846754826915,0.115,0.059,0.102793809375369,"14","Tsix"
"12852",0.000117642121248019,1.04846754826915,0.082,0.042,1,"14","Zfp568"
"12853",2.80637775911568e-11,1.04846754826915,0.206,0.1,5.19825352320998e-07,"14","Gopc"
"12854",6.77172485863136e-07,1.04846754826915,0.137,0.07,0.0125432659556429,"14","Cyp51"
"12855",2.31893995239703e-15,1.04678706463023,0.321,0.167,4.29537247382502e-11,"14","Ivns1abp"
"12856",1.11363403378363e-08,1.04608489695816,0.159,0.078,0.000206278432077741,"14","Slc15a4"
"12857",2.37914107061981e-05,1.04567973089753,0.113,0.06,0.440688300510907,"14","Bop1"
"12858",0.000672329967026873,1.04192470240238,0.063,0.031,1,"14","Tmem265"
"12859",1.37152522494275e-10,1.04129472106398,0.371,0.239,2.54047617416145e-06,"14","Bmt2"
"12860",2.69312469131101e-23,1.03975033116804,0.5,0.278,4.98847486571539e-19,"14","Tmem243"
"12861",1.73823634672477e-30,1.03943858246803,0.593,0.335,3.21973518503829e-26,"14","Sp140"
"12862",5.23970888788649e-07,1.03905522393181,0.126,0.062,0.00970551277303214,"14","Ndufaf4"
"12863",0.00104920544599894,1.03896046252478,0.058,0.029,1,"14","Dele1"
"12864",0.000424044325655837,1.03855207940407,0.071,0.036,1,"14","0610043K17Rik"
"12865",1.25092815282674e-31,1.03541139544371,0.783,0.543,2.31709421748097e-27,"14","Foxn3"
"12866",2.08127062144143e-05,1.03464705368231,0.121,0.065,0.385513757209595,"14","Slc15a2"
"12867",8.42103531727759e-18,1.03400949557546,0.451,0.263,1.55982837181933e-13,"14","Fbxw7"
"12868",0.00123199508033994,1.03396797857404,0.082,0.046,1,"14","Gtf2e1"
"12869",2.35440947629187e-16,1.03367946841591,0.258,0.116,4.36107267293542e-12,"14","Blvrb"
"12870",4.37683266603524e-05,1.03247951309159,0.077,0.036,0.810720714729707,"14","Bckdhb"
"12871",1.49539457557391e-08,1.03193744334667,0.165,0.082,0.000276991937233555,"14","Arid3b"
"12872",5.0824699052701e-06,1.03129619012321,0.104,0.051,0.0941425900553182,"14","Dcp1b"
"12873",5.91376245381679e-15,1.03108547004092,0.341,0.184,1.09540621932048e-10,"14","Mif4gd"
"12874",0.00394629042312918,1.03108547004091,0.047,0.023,1,"14","Peg13"
"12875",0.00556813395437928,1.03022183934114,0.049,0.026,1,"14","Mgme1"
"12876",3.52156156394968e-07,1.03004917522258,0.154,0.081,0.00652298848490399,"14","Hhex"
"12877",2.05634249179958e-113,1.02961729149068,1,0.993,3.80896319756035e-109,"14","Rps19"
"12878",0.000464127230322944,1.02945201005465,0.08,0.042,1,"14","1110051M20Rik"
"12879",0.00541402996143692,1.02920867123208,0.055,0.03,1,"14","E2f5"
"12880",4.97220018003663e-07,1.02892736187351,0.157,0.083,0.00921000639348186,"14","Casd1"
"12881",1.39020071131358e-23,1.02844464528959,0.489,0.267,2.57506877756615e-19,"14","mt-Nd4l"
"12882",0.00221213473497166,1.02763404485199,0.052,0.026,1,"14","Zfp956"
"12883",2.88664323525497e-05,1.02462080631478,0.115,0.062,0.534692926466278,"14","Dmac2"
"12884",7.84303026807125e-27,1.02234574867388,0.593,0.358,1.45276449655484e-22,"14","Map3k1"
"12885",3.88178445448937e-06,1.02135266948917,0.118,0.06,0.0719022934505067,"14","Rnf25"
"12886",0.000386804876758944,1.02108044860954,0.088,0.048,1,"14","Zfp866"
"12887",0.00840957289686922,1.02013220128169,0.049,0.027,1,"14","Cenpk"
"12888",0.00599858608961954,1.01904143433593,0.038,0.019,1,"14","Dtwd2"
"12889",0.00923630878168498,1.01904143433593,0.038,0.019,1,"14","Gm13561"
"12890",4.82616462944736e-06,1.01888205574089,0.107,0.053,0.0893950474312535,"14","Itgb3bp"
"12891",0.000846479708666573,1.01879668159281,0.069,0.036,1,"14","Prkab2"
"12892",0.00218521909847924,1.01757354032337,0.044,0.021,1,"14","Knl1"
"12893",0.00300208645850204,1.01696235834393,0.066,0.037,1,"14","Ccdc61"
"12894",1.99118906058669e-24,1.01672514568505,0.596,0.369,3.68827949692472e-20,"14","Birc3"
"12895",1.09133895408315e-06,1.01425183293124,0.126,0.063,0.0202148714464823,"14","Cep63"
"12896",2.95913703911712e-05,1.01391032623278,0.104,0.054,0.548120953755664,"14","Ago1"
"12897",0.000419768038886693,1.01313447515687,0.082,0.044,1,"14","Gm14164"
"12898",9.5350324567124e-07,1.01305691299235,0.137,0.071,0.0176617406195684,"14","Parn"
"12899",1.22286625473421e-05,1.01284363853843,0.115,0.06,0.226511516364418,"14","Gstcd"
"12900",5.93910941500804e-11,1.01274670602649,0.266,0.146,1.10010123694194e-06,"14","Snhg12"
"12901",1.31847298726492e-09,1.01258301257062,0.231,0.125,2.44220751431082e-05,"14","Irs2"
"12902",0.00228575633563756,1.01220400428238,0.052,0.026,1,"14","Kif9"
"12903",2.49461271287725e-05,1.01147334078695,0.104,0.054,0.462077112806253,"14","Dnajb2"
"12904",5.02671521576599e-56,1.01109075992262,0.676,0.27,9.31098459416334e-52,"14","Cybb"
"12905",0.00586934797467075,1.01106757646396,0.047,0.024,1,"14","Sco2"
"12906",1.0151835604775e-05,1.01063072709169,0.115,0.06,0.188042450907247,"14","Tango6"
"12907",0.00206703860499362,1.01049969807013,0.069,0.038,1,"14","Slc25a26"
"12908",0.000525696563339053,1.00964829937862,0.08,0.043,1,"14","Surf6"
"12909",0.00304551171903821,1.00964829937862,0.052,0.027,1,"14","Akt1s1"
"12910",7.60974926542571e-14,1.0095659326154,0.44,0.285,1.4095538564348e-09,"14","Smc6"
"12911",7.77424671616514e-07,1.0081839528038,0.143,0.074,0.0144002371923527,"14","Usp10"
"12912",0.00640110576187287,1.00739701927411,0.044,0.022,1,"14","Zfp971"
"12913",0.00272226052142596,1.00709711384929,0.049,0.025,1,"14","Pus7"
"12914",1.16944396927194e-21,1.00308774051518,0.629,0.439,2.16616106428241e-17,"14","Tmod3"
"12915",0.00246987218546037,1.00297616411041,0.055,0.028,1,"14","Rad1"
"12916",1.1150350036786e-38,1.00272307868794,0.843,0.65,2.06537933731388e-34,"14","Macf1"
"12917",1.44634229850308e-05,1.00200823717649,0.118,0.063,0.267905983951726,"14","Xrcc5"
"12918",1.53187662529871e-08,1.00148731460687,0.184,0.096,0.000283749507304081,"14","Trim11"
"12919",0.00172747109578086,1.00116183349079,0.06,0.031,1,"14","Gm42031"
"12920",2.6867598415383e-73,1.00059462489655,0.989,0.896,4.9766852544814e-69,"14","mt-Nd4"
"12921",0.003907719788263,1.00055756330777,0.052,0.027,1,"14","Marveld2"
"12922",3.41785953952568e-07,1.00055756330777,0.121,0.057,0.00633090122506342,"14","Gm16158"
"12923",9.39408819786064e-262,10.6950086543331,0.058,0,1.74006695688973e-257,"15","Mtcl1"
"12924",2.75509774376385e-146,10.2210774660007,0.032,0,5.10326755077377e-142,"15","Nrxn3"
"12925",1.01578872810833e-160,9.63611496527951,0.035,0,1.88154546107506e-156,"15","Tdrd9"
"12926",0,9.57471442061536,0.141,0,0,"15","Fstl4"
"12927",2.75511259669637e-146,9.51058408319565,0.032,0,5.10329506286069e-142,"15","Tcrg-V6"
"12928",5.58727919692645e-103,9.05115246455835,0.022,0,1.03493172564669e-98,"15","Mapk10"
"12929",1.21197712752194e-263,9.05115246455835,0.064,0,2.2449452333089e-259,"15","Sox13"
"12930",0,8.8287600432219,0.134,0,0,"15","Zfp462"
"12931",0,8.78755439587664,0.3,0.002,0,"15","Il17a"
"12932",0,8.42038627422407,0.083,0,0,"15","Fat3"
"12933",0,8.39692730140008,0.137,0,0,"15","Cdh10"
"12934",2.20819453547196e-195,8.29907997800194,0.051,0,4.09023873805471e-191,"15","Kcnk1"
"12935",0,8.05589038356501,0.655,0.006,0,"15","Cd163l1"
"12936",5.6894668837873e-90,8.05115246455835,0.022,0,1.05385995088392e-85,"15","Shank2"
"12937",3.55360163840493e-45,8.05115246455835,0.01,0,6.58233631481744e-41,"15","Miat"
"12938",3.55360163840493e-45,8.05115246455835,0.01,0,6.58233631481744e-41,"15","Psd2"
"12939",1.43626480044063e-171,7.8991493711133,0.048,0,2.66039328985617e-167,"15","Gm9961"
"12940",2.19141505887194e-153,7.85850738661596,0.042,0,4.0591581135485e-149,"15","Coro2b"
"12941",0,7.76107323571033,0.444,0.003,0,"15","Ablim3"
"12942",3.13866775740847e-231,7.70322916113804,0.064,0,5.81375428704771e-227,"15","Il17re"
"12943",0,7.64133267455053,0.722,0.008,0,"15","Il23r"
"12944",7.4956440327393e-80,7.4661899638372,0.022,0,1.3884181441843e-75,"15","Cdh18"
"12945",3.14117017624515e-66,7.4661899638372,0.019,0,5.81838951745889e-62,"15","Lrrn2"
"12946",0,7.28561771819537,0.489,0.004,0,"15","Abi3bp"
"12947",0,7.05830515665584,0.824,0.016,0,"15","Il1r1"
"12948",5.46920250159632e-34,7.05115246455835,0.01,0,1.01306037937069e-29,"15","Colgalt2"
"12949",1.75666079290717e-109,6.97715188311457,0.038,0,3.25386278670196e-105,"15","Zbtb7c"
"12950",1.39839094251973e-248,6.80603996672182,0.083,0.001,2.59023954282929e-244,"15","Rorc"
"12951",7.51867712893408e-104,6.58166718125713,0.038,0,1.39268456459246e-99,"15","Dkk3"
"12952",0,6.5806198526878,0.361,0.005,0,"15","Ppp1r14c"
"12953",7.8797830739258e-30,6.53657929172859,0.013,0,1.45957221878328e-25,"15","Il22"
"12954",2.88765013543819e-27,6.4661899638372,0.01,0,5.34879434587215e-23,"15","Fam184b"
"12955",3.20399204148852e-26,6.42966408781208,0.016,0,5.93475445844918e-22,"15","Rasl11a"
"12956",4.3005703514222e-34,6.37308055944571,0.013,0,7.96594646193934e-30,"15","Cdh20"
"12957",0,6.34994406064778,0.613,0.009,0,"15","Adam12"
"12958",9.03523324864587e-40,6.31418687039215,0.013,0,1.67359625464667e-35,"15","Stab2"
"12959",7.87979804467251e-30,6.31418687039215,0.013,0,1.45957499181469e-25,"15","Il17f"
"12960",1.77157215949677e-33,6.24379754250075,0.016,0,3.28148311103587e-29,"15","Khdrbs3"
"12961",0,6.14426186894983,0.565,0.013,0,"15","Tcrg-C1"
"12962",0,6.06863989128719,0.246,0.004,0,"15","Rbpms2"
"12963",6.78698107238144e-44,6.05115246455835,0.019,0,1.25715250403721e-39,"15","Gm43445"
"12964",5.29535659247469e-41,6.05115246455835,0.016,0,9.80858901624087e-37,"15","C030034L19Rik"
"12965",3.70374539843298e-17,5.78811805872456,0.01,0,6.8604476015174e-13,"15","Ppp4r4"
"12966",3.72574876498593e-17,5.4661899638372,0.01,0,6.90120443738343e-13,"15","Nr1d1"
"12967",0,5.39237059134183,0.639,0.042,0,"15","Trdc"
"12968",8.5620390640278e-169,5.38253203479029,0.169,0.008,1.58594649582987e-164,"15","Auts2"
"12969",1.13400804014671e-21,5.37308055944571,0.013,0,2.10052309276375e-17,"15","1700012B07Rik"
"12970",0,5.34363948821944,0.709,0.037,0,"15","Zbtb16"
"12971",3.3359067977228e-26,5.31418687039215,0.016,0,6.17910016142195e-22,"15","Olfr1259"
"12972",0,5.25025256463805,0.534,0.015,0,"15","Blk"
"12973",2.81485672779538e-15,5.24379754250075,0.01,0,5.21395911689538e-11,"15","Tns4"
"12974",0,5.17345656148829,0.371,0.016,0,"15","Trdv4"
"12975",9.95716287872259e-25,5.13361462475032,0.019,0.001,1.84436528002579e-20,"15","Rnf17"
"12976",0,5.11528280197807,0.393,0.014,0,"15","Actn2"
"12977",6.38387659989903e-58,5.05115246455835,0.026,0,1.1824854625993e-53,"15","Dlc1"
"12978",0,5.00440420536687,0.345,0.015,0,"15","Pde5a"
"12979",2.35321882964557e-50,5.00384674978,0.038,0.001,4.35886723815249e-46,"15","Nbea"
"12980",5.28703127983006e-17,4.93567524713842,0.013,0,9.79316803962923e-13,"15","Apol7b"
"12981",1.55608274689827e-241,4.91944678534653,0.188,0.007,2.88233207207966e-237,"15","Trpm6"
"12982",0,4.83849158123968,0.259,0.009,0,"15","Aqp3"
"12983",2.36010600705724e-41,4.81014436505456,0.032,0.001,4.37162435687212e-37,"15","Dnajc6"
"12984",5.66760847983264e-28,4.80322495111477,0.022,0.001,1.0498111187194e-23,"15","Cap2"
"12985",5.53535735329319e-231,4.7937646218657,0.192,0.007,1.0253142425505e-226,"15","Ly6g5b"
"12986",1.64252465043139e-11,4.72922436967099,0.01,0,3.04244840999407e-07,"15","Arhgef28"
"12987",3.06695032851267e-201,4.61883697384767,0.211,0.011,5.68091209350402e-197,"15","Cryba4"
"12988",2.96948642817888e-217,4.50862523015759,0.201,0.009,5.50037971091573e-213,"15","Olfr60"
"12989",6.10260118280827e-241,4.45347891208764,0.351,0.026,1.13038481709158e-236,"15","Pxdc1"
"12990",1.12883166186749e-08,4.24379754250075,0.01,0.001,0.000209093488727715,"15","Gm15345"
"12991",1.89951365525552e-23,4.14426186894983,0.026,0.001,3.5184691436298e-19,"15","5830411N06Rik"
"12992",2.93902473373313e-120,4.11091190446029,0.403,0.07,5.44395551429387e-116,"15","Large1"
"12993",6.15859587559555e-30,4.10773599292472,0.032,0.002,1.14075671403656e-25,"15","Cntn1"
"12994",1.00446712777575e-07,4.05115246455835,0.01,0.001,0.00186057446077903,"15","Ablim2"
"12995",1.52539428830444e-11,4.05115246455835,0.016,0.001,2.82548784022631e-07,"15","Thrb"
"12996",1.71092064429941e-273,4.04431650714224,0.629,0.081,3.1691383094358e-269,"15","St3gal3"
"12997",1.74762350381477e-16,3.99225877550478,0.016,0.001,3.23712301611609e-12,"15","Tmeff2"
"12998",9.44029073771924e-11,3.98076313666695,0.013,0.001,1.74862505334773e-06,"15","S1pr3"
